distance,minute,hour,GEOID
27.29642234,39.72255991,0.662042665,130670310041
27.42691925,40.26287674,0.671047946,130670310042
26.07695206,35.97665303,0.599610884,130670310043
26.88329552,37.13802251,0.618967042,130670310044
27.32373264,39.5942561,0.659904268,130670310051
28.26525953,39.72931485,0.662155248,130670310052
25.41042057,35.34501182,0.58908353,130670311011
25.99326381,34.28325203,0.571387534,130670311012
25.29364689,34.31385075,0.571897513,130670311013
24.78601665,33.97800116,0.566300019,130670311101
24.01493016,33.48582031,0.558097005,130670311102
25.25130001,34.25900911,0.570983485,130670311111
24.4981357,33.9844867,0.566408112,130670311112
23.64385772,32.45482913,0.540913819,130670311121
23.23667235,33.67120433,0.561186739,130670311122
23.57799904,31.6898763,0.528164605,130670311123
24.66610986,34.51713666,0.575285611,130670311131
23.83071127,32.88493497,0.54808225,130670311141
24.68644366,35.97492076,0.599582013,130670311142
24.88763035,34.22551605,0.570425268,130670311143
24.47027018,34.91023702,0.581837284,130670311144
26.58287307,37.51298965,0.625216494,130670311151
26.08023976,36.56894326,0.609482388,130670311152
24.82225878,34.58342097,0.57639035,130670311161
25.53074022,36.18506472,0.603084412,130670311162
25.58366619,35.62602925,0.593767154,130670311163
25.70615853,35.55775482,0.592629247,130670311171
26.91862936,37.84683538,0.63078059,130670311172
25.82688922,35.85241391,0.597540232,130670311173
25.18755873,35.57543839,0.592923973,130670311181
23.19204457,31.62041744,0.527006957,130670311182
22.80600035,30.89160391,0.514860065,130670311183
23.46988493,30.82065445,0.513677574,130670312071
23.86193788,32.64834549,0.544139092,130670312072
22.81057862,31.81432962,0.530238827,130670312073
23.21885942,29.82809397,0.4971349,130670312091
22.6296715,30.88507303,0.514751217,130670312092
21.42580705,30.60950718,0.510158453,130670312121
23.41887234,33.86520613,0.564420102,130670313061
24.00701702,34.98365726,0.583060954,130670313062
21.86923675,28.79520754,0.479920126,130670313081
23.04250877,31.06856442,0.517809407,130670313082
23.0452262,32.90062847,0.548343808,130670313083
26.89144371,40.61382999,0.676897167,130670314091
27.53775111,36.64675064,0.610779177,130670314092
31.24658475,44.0641756,0.734402927,130670315061
30.3418752,41.6288768,0.693814613,130670315062
34.07548652,47.83345447,0.797224241,130670315063
33.47603967,49.50498343,0.825083057,130670315071
32.02574822,43.8378801,0.730631335,130670315072
42.67066464,60.05243085,1.000873848,130670302363
43.71725972,60.24436502,1.00407275,130670302364
39.38485385,53.38816995,0.889802833,130670302401
40.78931732,55.41342409,0.923557068,130670302402
38.83088927,52.63207443,0.877201241,130670302403
39.09779763,53.23422776,0.887237129,130670302404
39.1028177,51.88952815,0.864825469,130670302411
39.62574697,52.59914413,0.876652402,130670302412
37.19190151,50.25219562,0.837536594,130670302421
37.79784642,51.88972077,0.86482868,130670302422
38.15001285,52.07805806,0.867967634,130670302423
37.99414118,50.60462343,0.843410391,130670302431
37.27682534,49.81314232,0.830219039,130670302432
36.50288814,48.78134801,0.813022467,130670302433
41.32940164,55.5905028,0.92650838,130670302441
43.00997608,58.3079823,0.971799705,130670302442
40.63333987,55.27806571,0.921301095,130670302443
38.58556184,49.71266668,0.828544445,130670302451
38.58489837,50.5788259,0.842980432,130670302452
37.47083721,47.04605521,0.78410092,130670302461
35.38448179,45.21403067,0.753567178,130670302471
36.59513881,48.07702653,0.801283776,130670302472
35.24336761,44.52020951,0.742003492,130670302473
33.9557435,43.59187555,0.726531259,130670302481
34.65390222,44.07213905,0.734535651,130670302482
35.3482703,45.8447494,0.764079157,130670302491
37.47486849,49.76408311,0.829401385,130670302492
36.34485311,47.96419028,0.799403171,130670302493
38.3316063,51.25546155,0.854257693,130670302501
38.87756955,52.12656476,0.868776079,130670302502
39.6366961,54.03172438,0.90052874,130670302503
35.21465398,49.75414903,0.829235817,130670302511
35.82367478,50.90858046,0.848476341,130670302512
40.85868016,54.19029898,0.90317165,130670302521
41.82107946,58.70452195,0.978408699,130670302522
41.62084623,58.18375113,0.969729186,130670302523
41.14243362,54.93849547,0.915641591,130670302531
42.11809365,57.07037562,0.951172927,130670302532
38.47980944,49.22243052,0.820373842,130670302541
37.59824547,48.26795159,0.80446586,130670302551
37.16432473,46.57065454,0.776177576,130670302552
36.84657368,46.52234987,0.775372498,130670302553
36.61539557,48.00611455,0.800101909,130670302561
33.85353817,45.10344844,0.751724141,130670302562
34.51091093,45.24343102,0.754057184,130670302571
35.26350502,46.83361265,0.780560211,130670302572
35.7642049,48.28033407,0.804672235,130670302573
36.08493256,46.15602435,0.769267073,130670302581
37.09115029,46.48328884,0.774721481,130670302582
37.86940412,50.37572955,0.839595493,130670302591
38.35301007,50.82501804,0.847083634,130670302592
39.03703555,53.73515973,0.895585996,130670302601
38.33145223,52.02670069,0.867111678,130670302602
39.51103872,53.25649088,0.887608181,130670302611
39.02418543,51.72113549,0.862018925,130670302612
35.44028904,50.79954819,0.846659137,130670302621
36.96099535,52.84055896,0.880675983,130670302622
35.99697552,50.32658972,0.838776495,130670302623
38.37019768,52.98337154,0.883056192,130670302631
35.93875412,51.14381082,0.852396847,130670302632
39.87118394,53.97886639,0.899647773,130670302641
40.41814463,54.2445214,0.904075357,130670302642
38.82675574,52.06421106,0.867736851,130670302651
38.47946578,50.73621085,0.845603514,130670302652
37.13542285,50.70197295,0.845032883,130670302681
34.50935906,47.49850685,0.791641781,130670302682
34.51107766,47.42119422,0.790353237,130670302691
35.89429995,51.66769746,0.861128291,130670302692
38.56077428,52.47950928,0.874658488,130670302701
38.39882872,52.0753442,0.867922403,130670302702
36.8186251,50.84251386,0.847375231,130670302711
36.31938829,49.67050629,0.827841772,130670302712
37.67503036,48.35092001,0.805848667,130670302721
37.81499108,49.5170506,0.825284177,130670302722
37.33514133,46.72195376,0.778699229,130670302731
37.0507964,49.57944379,0.826324063,130670302732
37.37653033,47.87234021,0.797872337,130670302733
38.24614787,48.55440815,0.809240136,130670302741
37.87528785,48.33364682,0.80556078,130670302742
36.97474626,46.89779732,0.781629955,130670302743
35.90311509,45.48828142,0.758138024,130670302751
36.7178511,45.65888275,0.760981379,130670302752
41.66511016,58.45623839,0.97427064,130670302761
39.98172282,55.54583174,0.925763862,130670302762
40.33862259,54.6207709,0.910346182,130670302771
40.27482856,56.04941891,0.934156982,130670302772
36.0574174,46.03194572,0.767199095,130670302781
36.31394108,47.08964222,0.78482737,130670302782
34.42530764,44.544708,0.7424118,130670302783
29.92005708,42.36253541,0.706042257,130670303193
38.14889879,52.5830719,0.876384532,130670303243
34.47762333,49.92919773,0.832153296,130670303273
32.16750264,45.21535965,0.753589328,130670303293
34.05971397,48.61399241,0.810233207,130670303314
35.37670345,50.54440341,0.842406724,130670303353
35.06619001,53.24872273,0.887478712,130670303354
41.79270202,53.23114088,0.887185681,130670303413
38.80631679,55.60692371,0.926782062,130670303423
23.66568648,34.35820056,0.572636676,130670303454
36.97702968,49.34464204,0.822410701,130670303461
36.9466782,46.04336848,0.767389475,130670303462
37.00487398,44.0781292,0.734635487,130670303463
38.68345807,48.6734369,0.811223948,130670303471
37.47204241,46.46485569,0.774414262,130670303472
37.41530938,47.79227992,0.796537999,130670303473
37.86670957,48.27085724,0.804514287,130670303474
35.66339466,47.25612573,0.787602096,130670303481
36.5618691,47.99557276,0.799926213,130670303482
36.53183861,45.61427215,0.760237869,130670303483
38.01806507,48.46998139,0.807833023,130670303484
34.96033197,45.33338742,0.755556457,130670303491
34.59679167,45.44416869,0.757402812,130670303492
34.30344738,44.96261441,0.749376907,130670303493
32.97411118,47.14480203,0.785746701,130670303501
33.68933357,49.0715305,0.817858842,130670303502
27.57483406,38.61499495,0.643583249,130670303511
27.49376611,38.99001276,0.649833546,130670303512
29.97371434,41.9665137,0.699441895,130670303521
30.35758567,43.3442747,0.722404578,130670303522
29.78897115,41.19060335,0.686510056,130670303523
23.67798375,34.28731479,0.571455247,130670303531
24.81484891,33.58813471,0.559802245,130670303532
24.27685684,33.44809632,0.557468272,130670303533
30.73280793,44.55563226,0.742593871,130670303541
